Game,Platform,Release_Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,MetaScore,UserReview
hyper formation soccer,PS,1995.0,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11,,
hyperdevotion noire: goddess black heart,PSV,2014.0,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,0.19,,
hyperdimension idol neptunia pp,PSV,2013.0,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13,,
hyperdimension neptunia,PS3,2010.0,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46,,
hyperdimension neptunia,PSV,2013.0,Role-Playing,Compile Heart,0.09,0.0,0.07,0.02,0.18,,
hyperdimension neptunia mk2,PS3,2011.0,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01,,
hyperdimension neptunia mk2,PSV,2014.0,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,,
hyperdimension neptunia re;birth 2,PSV,2014.0,Action,Idea Factory International,0.05,0.02,0.0,0.02,0.09,,
hyperdimension neptunia re;birth 3,PSV,2014.0,Action,Idea Factory International,0.07,0.01,0.0,0.03,0.12,,
hyperdimension neptunia u: action unleashed,PSV,2014.0,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.17,,
hyperdimension neptunia victory,PS3,2012.0,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,,
hyperdimension neptunia victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,,
hyperdimension neptunia victory ii,PS4,2015.0,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,,
hyperdimension neptunia vs. sega hard girls: yume no gattai special,PSV,2015.0,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0,0.03,,
hyrule warriors,3DS,2016.0,Action,Nintendo,0.16,0.12,0.11,0.03,0.42,,
hyrule warriors,WiiU,2014.0,Action,Nintendo,0.61,0.42,0.13,0.1,1.26,76.0,8.3
hysteria hospital: emergency ward,DS,2009.0,Action,Oxygen Interactive,0.2,0.0,0.0,0.02,0.22,49.0,6.0
hysteria hospital: emergency ward,Wii,2009.0,Action,Oxygen Interactive,0.1,0.0,0.0,0.0,0.1,49.0,6.0
i am in the movie,PSP,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,
i am in the movie,Wii,2012.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,
i doll u,PSV,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,
i don't have many friends portable,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,
i heart geeks,DS,2011.0,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03,,
i love beauty: hollywood makeover,DS,2009.0,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,,
i love horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,,
i love horses: rider's paradise,Wii,2010.0,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02,,
i love puppies,DS,2010.0,Simulation,Destineer,0.09,0.0,0.0,0.01,0.09,,
i spy: castle,DS,2011.0,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21,,
i spy: fun house,DS,2007.0,Puzzle,Scholastic Inc.,0.77,0.0,0.0,0.06,0.83,,
i spy: spooky mansion,Wii,2010.0,Puzzle,Storm City Games,0.27,0.0,0.0,0.02,0.29,,
i spy: universe,DS,2010.0,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14,,
i'm a celebrity: get me out of here!,DS,2009.0,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04,,
i'm a celebrity: get me out of here!,Wii,2009.0,Misc,Mindscape,0.0,0.16,0.0,0.01,0.17,,
i-ninja,GC,2003.0,Platform,Namco Bandai Games,0.21000000000000002,0.06,0.0,0.0,0.27,75.0,8.033333333333333
i-ninja,PS2,2003.0,Platform,Sony Computer Entertainment,0.5700000000000001,0.44999999999999996,0.0,0.15000000000000002,1.2000000000000002,75.0,8.033333333333333
i-ninja,XB,2003.0,Platform,Namco Bandai Games,0.15000000000000002,0.06,0.0,0.0,0.21000000000000002,75.0,8.033333333333333
i.q. remix+: intelligent qube,PS2,2000.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,,
ia/vt colorful,PSV,2015.0,Misc,Marvelous Entertainment,0.0,0.0,0.07,0.0,0.07,,
icarly,DS,2009.0,Adventure,Activision,0.67,0.01,0.0,0.05,0.73,,
icarly,Wii,2009.0,Adventure,Activision,0.42,0.0,0.0,0.03,0.46,,
icarly 2: ijoin the click!,DS,2010.0,Adventure,Activision,0.26,0.01,0.0,0.02,0.28,,
icarly 2: ijoin the click!,Wii,2010.0,Adventure,Activision,0.08,0.01,0.0,0.01,0.1,,
ice age,GBA,2002.0,Action,Ubisoft,0.27,0.1,0.0,0.01,0.38,47.0,5.3
ice age 2: the meltdown,DS,2006.0,Platform,Vivendi Games,0.52,0.04,0.0,0.04,0.6,67.25,8.033333333333333
ice age 2: the meltdown,GBA,2006.0,Platform,Vivendi Games,0.72,0.28,0.0,0.0,1.0,67.25,8.033333333333333
ice age 2: the meltdown,GC,2006.0,Platform,Vivendi Games,0.6,0.16,0.0,0.04,0.76,67.25,8.033333333333333
ice age 2: the meltdown,PS2,2006.0,Platform,Vivendi Games,0.76,0.6,0.0,0.2,1.56,67.25,8.033333333333333
ice age 2: the meltdown,Wii,2006.0,Platform,Vivendi Games,0.24,0.04,0.0,0.04,0.32,67.25,8.033333333333333
ice age 2: the meltdown,XB,2006.0,Platform,Vivendi Games,0.28,0.08,0.0,0.0,0.4,67.25,8.033333333333333
ice age: dawn of the dinosaurs,DS,2009.0,Action,Activision,0.6000000000000001,0.44999999999999996,0.0,0.12,1.17,70.0,7.833333333333333
ice age: dawn of the dinosaurs,PC,2009.0,Action,Activision,0.06,0.0,0.0,0.0,0.06,70.0,7.833333333333333
ice age: dawn of the dinosaurs,PS2,2009.0,Action,Activision,0.24,0.21000000000000002,0.0,0.06,0.51,70.0,7.833333333333333
ice age: dawn of the dinosaurs,PS3,2009.0,Action,Activision,0.39,0.12,0.0,0.06,0.5700000000000001,70.0,7.833333333333333
ice age: dawn of the dinosaurs,Wii,2009.0,Action,Activision,0.33,0.42000000000000004,0.0,0.09,0.8400000000000001,70.0,7.833333333333333
ice age: dawn of the dinosaurs,X360,2009.0,Action,Activision,0.27,0.09,0.0,0.03,0.39,70.0,7.833333333333333
ice climber,NES,1985.0,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,,
ice hockey,2600,1980.0,Sports,Activision,0.46,0.03,0.0,0.01,0.49,,
ice hockey,NES,1988.0,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42,,
icewind dale ii,PC,2002.0,Role-Playing,Interplay,0.0,0.01,0.0,0.0,0.01,83.0,8.3
ico,PS2,2001.0,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,90.0,8.8
ico,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,,
ide yosuke no mahjong kazoku,PS,1995.0,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,,
idol janshi suchie-pai iv,PS2,2007.0,Misc,Jaleco,0.0,0.0,0.01,0.0,0.01,,
idol janshi suchie-pai remix,SAT,1995.0,Misc,Jaleco,0.0,0.0,0.1,0.0,0.1,,
iggy's reckin' balls,N64,1998.0,Racing,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,,
igor: the game,DS,2008.0,Adventure,Legacy Interactive,0.04,0.0,0.0,0.0,0.04,,
igor: the game,Wii,2008.0,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,,
igt slots: lucky larry's lobstermania,PC,2011.0,Simulation,Masque Publishing,0.01,0.0,0.0,0.0,0.02,,
ihra drag racing 2,PS2,2002.0,Racing,Bethesda Softworks,0.64,0.5,0.0,0.17,1.31,,
ihra drag racing 2004,XB,2003.0,Racing,Bethesda Softworks,0.15,0.04,0.0,0.01,0.2,,
ihra drag racing: sportsman edition,PS2,2006.0,Racing,Bethesda Softworks,0.04,0.03,0.0,0.01,0.08,,
ihra drag racing: sportsman edition,XB,2006.0,Racing,Bethesda Softworks,0.01,0.0,0.0,0.0,0.02,,
ihra professional drag racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,,
ihra professional drag racing 2005,XB,2004.0,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,,
ikaruga,GC,2003.0,Shooter,Atari,0.07,0.02,0.0,0.0,0.09,85.0,8.5
ikki tousen: eloquent fist,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,
ikki tousen: shining dragon,PS2,2007.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,
ikki tousen: xross impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,
il-2 sturmovik,PC,2001.0,Simulation,Blue Byte,0.0,0.01,0.0,0.0,0.01,91.0,8.7
il-2 sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,,
il-2 sturmovik: birds of prey,DS,2009.0,Simulation,505 Games,0.12,0.0,0.0,0.0,0.12,80.5,7.75
il-2 sturmovik: birds of prey,PS3,2009.0,Simulation,505 Games,0.68,0.52,0.0,0.2,1.4,80.5,7.75
il-2 sturmovik: birds of prey,PSP,2009.0,Simulation,505 Games,0.16,0.14,0.0,0.08,0.38,80.5,7.75
il-2 sturmovik: birds of prey,X360,2009.0,Simulation,505 Games,0.46,0.48,0.0,0.1,1.04,80.5,7.75
il-2 sturmovik: cliffs of dover,PC,2011.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,60.0,7.0
il-2 sturmovik: forgotten battles,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,86.0,8.0
illusion of gaia,SNES,1993.0,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13,,
imabikisou,PS3,2007.0,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,,
imagine animal doctor care center,DS,2010.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,
imagine figure skater (jp sales),DS,2007.0,Sports,Ubisoft,0.0,0.0,0.01,0.0,0.01,,
imagine: animal doctor,DS,2007.0,Simulation,Ubisoft,0.45,0.49,0.0,0.11,1.05,,
imagine: artist,DS,2009.0,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,,
imagine: babysitters,DS,2008.0,Simulation,Ubisoft,0.63,0.36,0.0,0.1,1.09,,
imagine: babyz,DS,2007.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88,,
imagine: babyz fashion,DS,2009.0,Simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2,,
imagine: ballet star,DS,2008.0,Simulation,Ubisoft,0.23,0.01,0.0,0.02,0.25,,
imagine: boutique owner,DS,2009.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,,
imagine: cheerleader,DS,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,,
imagine: detective,DS,2009.0,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23,,
imagine: family doctor,DS,2009.0,Simulation,Ubisoft,0.28,0.01,0.0,0.02,0.3,,
imagine: fashion designer,3DS,2011.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.13,,
imagine: fashion designer,DS,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81,,
imagine: fashion designer new york,DS,2008.0,Simulation,Ubisoft,0.65,0.32,0.0,0.1,1.07,,
imagine: fashion designer world tour,DS,2009.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,,
imagine: fashion party,Wii,2009.0,Simulation,Ubisoft,0.25,0.0,0.0,0.02,0.27,,
imagine: fashion stylist,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14,,
imagine: figure skater (us sales),DS,2007.0,Sports,Ubisoft,0.46,0.01,0.0,0.0,0.47,,
imagine: gymnast,DS,2008.0,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07,,
imagine: ice champions,DS,2007.0,Sports,Spike,0.15,0.0,0.0,0.01,0.16,,
imagine: interior designer,DS,2008.0,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73,,
imagine: makeup artist,DS,2020.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,,
imagine: master chef,DS,2007.0,Simulation,Ubisoft,0.39,0.92,0.0,0.17,1.47,,
imagine: movie star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.02,0.34,,
imagine: music fest,DS,2009.0,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16,,
imagine: my restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,,
imagine: party babyz,Wii,2008.0,Simulation,Ubisoft,0.34,0.02,0.0,0.03,0.39,,
imagine: party planner,DS,2009.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.06,,
imagine: reporter,DS,2010.0,Simulation,Ubisoft,0.08,0.01,0.0,0.01,0.1,,
imagine: resort owner,DS,2010.0,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06,,
imagine: rock star,DS,2008.0,Simulation,Ubisoft,0.4,0.33,0.0,0.09,0.82,,
imagine: salon stylist,DS,2009.0,Simulation,Ubisoft,0.24,0.11,0.0,0.04,0.38,,
imagine: soccer captain,DS,2009.0,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,,
imagine: sweet 16,DS,2010.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03,,
imagine: teacher,DS,2008.0,Simulation,Ubisoft,0.7,0.83,0.0,0.19,1.72,,
imagine: teacher class trip,DS,2009.0,Adventure,Ubisoft,0.1,0.12,0.0,0.02,0.24,,
imagine: wedding designer,DS,2008.0,Simulation,Ubisoft,0.55,0.59,0.0,0.14,1.28,,
imagine: zookeeper,DS,2009.0,Simulation,Ubisoft,0.16,0.06,0.0,0.02,0.25,,
impact racing,PS,1996.0,Racing,JVC,0.03,0.02,0.0,0.0,0.06,,
imperial glory,PC,2005.0,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,69.0,8.0
imperium romanum,PC,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63.0,7.5
import tuner challenge (american sales),X360,2006.0,Racing,Ubisoft,0.07,0.01,0.0,0.01,0.09,,
impossible creatures,PC,2002.0,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01,72.0,7.9
impossible mission,DS,2007.0,Platform,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,61.0,4.8
impossible mission,PSP,2007.0,Platform,System 3 Arcade Software,0.0,0.04,0.0,0.02,0.06,61.0,4.8
in cold blood,PS,2000.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,,
in the groove,PS2,2005.0,Misc,RedOctane,0.04,0.03,0.0,0.01,0.07,72.0,8.5
in the hunt,PS,1995.0,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,
inazuma eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.14,0.38,0.02,0.54,,
inazuma eleven 2,DS,2009.0,Role-Playing,Nintendo,0.0,0.21,1.18,0.03,1.42,,
inazuma eleven 3,3DS,2013.0,Role-Playing,Nintendo,0.0,0.08,0.0,0.01,0.09,,
inazuma eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,,
inazuma eleven go,3DS,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54,,
inazuma eleven go 2: chrono stone,3DS,2012.0,Role-Playing,Level 5,0.0,0.01,0.46,0.0,0.47,,
inazuma eleven go 3: galaxy,3DS,2013.0,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,
inazuma eleven go strikers 2013,Wii,2012.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,
inazuma eleven strikers,Wii,2011.0,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,,
inazuma eleven strikers 2012 xtreme,Wii,2011.0,Role-Playing,Level 5,0.0,0.0,0.19,0.0,0.19,,
incredible crisis,PS,1999.0,Action,Titus,0.04,0.03,0.0,0.01,0.08,,
independence day,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03,0.44,,
indiana jones and the emperor's tomb,XB,2003.0,Action,LucasArts,0.42000000000000004,0.12,0.0,0.03,0.54,70.33333333333333,8.1
indiana jones and the staff of kings,DS,2009.0,Action,Activision,0.34,0.14,0.0,0.04,0.52,59.0,7.25
indiana jones and the staff of kings,PS2,2009.0,Action,Activision,0.22,0.02,0.0,0.32,0.56,59.0,7.25
indiana jones and the staff of kings,PSP,2009.0,Action,Activision,0.22,0.2,0.0,0.12,0.52,59.0,7.25
indiana jones and the staff of kings,Wii,2009.0,Action,Activision,0.72,0.6,0.0,0.16,1.48,59.0,7.25
indianapolis 500 evolution,X360,2009.0,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,,
indianapolis 500 legends,DS,2007.0,Racing,Destineer,0.16,0.0,0.0,0.02,0.18,49.0,6.7
indianapolis 500 legends,Wii,2007.0,Racing,Destineer,0.24,0.0,0.0,0.02,0.26,49.0,6.7
indigo prophecy,PC,2005.0,Adventure,Atari,0.0,0.06,0.0,0.0,0.06,84.0,8.133333333333333
indigo prophecy,PS2,2005.0,Adventure,Atari,0.21000000000000002,0.18,0.0,0.06,0.44999999999999996,84.0,8.133333333333333
indigo prophecy,XB,2005.0,Adventure,Atari,0.21000000000000002,0.09,0.0,0.0,0.30000000000000004,84.0,8.133333333333333
indy racing 2000,N64,2000.0,Racing,Infogrames,0.08,0.02,0.0,0.0,0.1,,
indycar series,PS2,2003.0,Racing,Codemasters,0.18,0.15000000000000002,0.0,0.06,0.36,70.66666666666667,7.5
indycar series,XB,2003.0,Racing,Codemasters,0.12,0.03,0.0,0.0,0.15000000000000002,70.66666666666667,7.5
indycar series 2005,XB,2004.0,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,72.0,
infamous,PS3,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,85.0,8.3
infamous 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85,83.0,8.6
infamous: first light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,73.0,7.3
infamous: second son,PS4,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,80.0,8.0
infected,PSP,2005.0,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,74.0,8.2
infernal: hell's vengeance,X360,2009.0,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,35.0,4.8
infinite space,DS,2009.0,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22,,
infinite stratos 2: ignition hearts,PS3,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,
infinite stratos 2: ignition hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,
infinite stratos 2: love and purge,PSV,2015.0,Action,5pb,0.0,0.0,0.01,0.0,0.01,,
infinite undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7,68.0,7.1
initial d: extreme stage,PS3,2008.0,Racing,Sega,0.0,0.0,0.08,0.0,0.08,,
initial d: special stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,
initial d: street stage,PSP,2006.0,Racing,Sega,0.0,0.0,0.1,0.0,0.1,,
injustice: gods among us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.96,1.06,0.02,0.46,2.5,79.5,7.9
injustice: gods among us,PS4,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.92,0.58,0.0,0.24,1.74,79.5,7.9
injustice: gods among us,PSV,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.22,0.02,0.0,0.04,0.28,79.5,7.9
injustice: gods among us,WiiU,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.2,0.16,0.0,0.04,0.4,79.5,7.9
injustice: gods among us,X360,2013.0,Fighting,Warner Bros. Interactive Entertainment,1.94,0.68,0.0,0.22,2.82,79.5,7.9
inkheart,DS,2009.0,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,39.0,1.8
innocent life: a futuristic harvest moon,PSP,2006.0,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,,
insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.07,55.0,7.0
inspector gadget: gadget's crazy maze,PS,2001.0,Puzzle,Ubisoft,0.03,0.02,0.0,0.0,0.05,,
instant brain,X360,2011.0,Adventure,Cave,0.0,0.0,0.01,0.0,0.01,,
intelligent qube,PS,1997.0,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02,1.22,,
intellivision lives!,GC,2004.0,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,
intellivision lives!,PS2,2003.0,Misc,Play It,0.08,0.06,0.0,0.02,0.16,64.0,7.6
intellivision lives!,XB,2004.0,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,60.0,
interactive sampler disc 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,
interactive storybook ds series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,
interactive storybook ds series 3,DS,2007.0,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,,
international cricket 2010,PS3,2010.0,Sports,Codemasters,0.0,0.15,0.0,0.05,0.2,,
international cricket 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.14,,
international soccer,2600,1981.0,Sports,Mattel Interactive,0.18,0.01,0.0,0.0,0.19,,
international superstar soccer,SNES,1994.0,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28,,
international superstar soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03,0.58,,
international superstar soccer 2000,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.2,0.0,0.2,,
international superstar soccer 2000 (all region sales),N64,1999.0,Sports,Konami Digital Entertainment,0.01,0.26,0.22,0.02,0.51,,
international superstar soccer 2000 (jp weekly sales),N64,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,,
international superstar soccer 64,N64,1997.0,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6,,
international superstar soccer 64 (weekly jp sales),N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1,,
international superstar soccer deluxe,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,
international superstar soccer pro '98,PS,1998.0,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42,,
international track & field,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51,,
international track & field 2000,PS,1999.0,Sports,Konami Digital Entertainment,0.06,0.04,0.0,0.01,0.11,,
interplay sports baseball 2000,PS,1999.0,Sports,Interplay,0.03,0.02,0.0,0.0,0.06,,
inuyasha: a feudal fairy tale,PS,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.1,0.01,0.11,,
inuyasha: feudal combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,7.9
inuyasha: secret of the divine jewel,DS,2007.0,Role-Playing,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,46.0,7.5
inuyasha: the secret of the cursed mask,PS2,2004.0,Role-Playing,Namco Bandai Games,0.21,0.17,0.0,0.06,0.43,51.0,8.1
invasion from beyond,PS,1998.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01,0.09,,
inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.06,0.06,0.0,0.02,0.14,54.5,6.05
inversion,X360,2012.0,Shooter,Namco Bandai Games,0.06,0.04,0.0,0.02,0.12,54.5,6.05
invizimals,PSP,2009.0,Strategy,Sony Computer Entertainment,0.17,0.51,0.0,0.11,0.79,,
invizimals: shadow zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.3,,
invizimals: the alliance,PSV,2013.0,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,,
invizimals: the lost kingdom,PS3,2013.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,,
invizimals: the lost tribes,PSP,2011.0,Action,Sony Computer Entertainment,0.0,0.08,0.0,0.04,0.11,,
invizimals: the resistance,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.0,0.02,0.0,0.0,0.02,,
iridion 3d,GBA,2001.0,Shooter,THQ,0.33,0.12,0.0,0.01,0.46,53.0,7.2
iridion ii,GBA,2003.0,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13,78.0,8.3
iridium runners,PS2,2008.0,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02,,
iron & blood,PS,1996.0,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,
iron chef america: supreme cuisine,DS,2008.0,Simulation,Destineer,0.18,0.0,0.0,0.01,0.19,,
iron chef america: supreme cuisine,Wii,2008.0,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17,,
iron man,DS,2008.0,Action,Sega,2.4499999999999997,0.84,0.0,0.35000000000000003,3.64,44.285714285714285,5.671428571428572
iron man,PS2,2008.0,Action,Sega,2.52,0.0,0.0,1.33,3.7800000000000002,44.285714285714285,5.671428571428572
iron man,PS3,2008.0,Action,Sega,2.24,1.75,0.0,0.77,4.760000000000001,44.285714285714285,5.671428571428572
iron man,PSP,2008.0,Action,Sega,3.22,0.63,0.0,0.63,4.41,44.285714285714285,5.671428571428572
iron man,Wii,2008.0,Action,Sega,2.17,1.54,0.0,0.42,4.13,44.285714285714285,5.671428571428572
iron man,X360,2008.0,Action,Sega,1.8900000000000001,1.68,0.0,0.42,3.9899999999999998,44.285714285714285,5.671428571428572
iron man / x-o manowar in heavy metal,PS,1996.0,Platform,Acclaim Entertainment,0.05,0.03,0.0,0.01,0.08,,
iron man 2,DS,2010.0,Action,Sega,0.75,0.8,0.0,0.15,1.7000000000000002,45.2,5.36
iron man 2,PS3,2010.0,Action,Sega,0.7000000000000001,0.95,0.0,0.35000000000000003,2.0,45.2,5.36
iron man 2,PSP,2010.0,Action,Sega,0.8999999999999999,0.6,0.0,0.35000000000000003,1.9,45.2,5.36
iron man 2,Wii,2010.0,Action,Sega,0.75,0.75,0.0,0.15,1.6500000000000001,45.2,5.36
iron man 2,X360,2010.0,Action,Sega,0.75,0.5,0.0,0.15,1.35,45.2,5.36
iron phoenix,XB,2005.0,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,58.0,6.5
iron soldier 3,PS,1999.0,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02,,
iron storm,SAT,1995.0,Shooter,Sega,0.0,0.0,0.34,0.0,0.34,,
irotoridori no sekai: world's end re-birth,PSV,2015.0,Action,HuneX,0.0,0.0,0.01,0.0,0.01,,
irozuki tingle no koi no balloon trip,DS,2009.0,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11,,
irritating stick,PS,1998.0,Action,Saurus,0.01,0.01,0.0,0.0,0.02,,
ishin no arashi: shippuu ryuumeden,DS,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.01,0.0,0.01,,
ishin renka: ryouma gaiden,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01,,
